System time;Event;X Gaze Data; Y Gaze Data 
1587052531801;Gaze;7749;1775
1587052531812;Gaze;7750;1774
1587052531824;Gaze;7753;1772
1587052531835;Gaze;7756;1775
1587052531846;Gaze;7755;1775
1587052531858;Gaze;7754;1775
1587052531868;Gaze;7751;1769
1587052531880;Gaze;7748;1764
1587052531891;Gaze;7748;1762
1587052531903;Gaze;7746;1762
1587052531913;Gaze;7744;1765
1587052531924;Gaze;7744;1765
1587052531935;Gaze;7744;1767
1587052531946;Gaze;7744;1768
1587052531957;Gaze;7745;1768
1587052531969;Gaze;7745;1768
1587052531980;Gaze;7761;1769
1587052531991;Gaze;7760;1760
1587052532003;Gaze;7761;1728
1587052532013;Gaze;7765;1662
1587052532025;Gaze;7767;1388
1587052532036;Gaze;7768;1276
1587052532046;Gaze;7770;1217
1587052532058;Gaze;7770;1181
1587052532069;Gaze;7769;1146
1587052532080;Gaze;7764;1130
1587052532091;Gaze;7763;1123
1587052532102;Gaze;7758;1128
1587052532113;Gaze;7760;1126
1587052532124;Gaze;7759;1117
1587052532136;Gaze;7761;1100
1587052532146;Gaze;7759;1110
1587052532158;Gaze;7761;1116
1587052532168;Gaze;7762;1121
1587052532179;Gaze;7762;1122
1587052532191;Gaze;7762;1119
1587052532202;Gaze;7763;1121
1587052532213;Gaze;7762;1120
1587052532224;Gaze;7766;1129
1587052532235;Gaze;7769;1135
1587052532246;Gaze;7768;1130
1587052532257;Gaze;7771;1128
1587052532268;Gaze;7776;1127
1587052532279;Gaze;7774;1127
1587052532291;Gaze;7768;1153
1587052532302;Gaze;7769;1153
1587052532312;Gaze;7770;1151
1587052532323;Gaze;7776;1141
1587052532335;Gaze;7787;1133
1587052532345;Gaze;7790;1133
1587052532359;Gaze;7790;1131
1587052532368;Gaze;7789;1130
1587052532379;Gaze;7789;1131
1587052532391;Gaze;7789;1130
1587052532401;Gaze;7789;1130
1587052532412;Gaze;7790;1130
1587052532424;Gaze;7791;1119
1587052532435;Gaze;7791;1121
1587052532446;Gaze;7790;1121
1587052532457;Gaze;7782;1123
1587052532468;Gaze;7766;1123
1587052532479;Gaze;7765;1123
1587052532491;Gaze;7764;1124
1587052532502;Gaze;7764;1125
1587052532513;Gaze;7769;1132
1587052532524;Gaze;7772;1134
1587052532535;Gaze;7772;1134
1587052532545;Gaze;7778;1130
1587052532557;Gaze;7783;1122
1587052532568;Gaze;7783;1121
1587052532579;Gaze;7784;1119
1587052532591;Gaze;7777;1120
1587052532602;Gaze;7777;1120
1587052532612;Gaze;7772;1123
1587052532624;Gaze;7770;1122
1587052532635;Gaze;7770;1123
1587052532646;Gaze;7768;1123
1587052532657;Gaze;7764;1124
1587052532669;Gaze;7765;1119
1587052532680;Gaze;7765;1119
1587052532691;Gaze;7764;1117
1587052532701;Gaze;7762;1113
1587052532712;Gaze;7760;1107
1587052532723;Gaze;7768;1109
1587052532735;Gaze;7769;1110
1587052532745;Gaze;7770;1109
1587052532757;Gaze;7765;1098
1587052532768;Gaze;7765;1098
1587052532779;Gaze;7764;1098
1587052532790;Gaze;7766;1096
1587052532801;Gaze;7770;1099
1587052532812;Gaze;7770;1099
1587052532824;Gaze;7768;1097
1587052532835;Gaze;7765;1092
1587052532845;Gaze;7764;1092
1587052532857;Gaze;7751;1098
1587052532870;Gaze;7749;1099
1587052532878;Gaze;7750;1102
1587052532890;Gaze;7750;1103
1587052532901;Gaze;7753;1102
1587052532912;Gaze;7757;1100
1587052532924;Gaze;7755;1103
1587052532935;Gaze;7764;1110
1587052532946;Gaze;7770;1110
1587052532957;Gaze;7770;1110
1587052532968;Gaze;7771;1108
1587052532978;Gaze;7770;1109
1587052532990;Gaze;7766;1108
1587052533001;Gaze;7765;1109
1587052533012;Gaze;7765;1109
1587052533023;Gaze;7765;1108
1587052533034;Gaze;7770;1109
1587052533045;Gaze;7773;1114
1587052533057;Gaze;7774;1115
1587052533067;Gaze;7773;1114
1587052533078;Gaze;7769;1110
1587052533090;Gaze;7764;1101
1587052533101;Gaze;7764;1101
1587052533112;Gaze;7763;1100
1587052533123;Gaze;7764;1101
1587052533134;Gaze;7763;1100
1587052533145;Gaze;7763;1100
1587052533156;Gaze;7768;1110
1587052533168;Gaze;7767;1108
1587052533179;Gaze;7764;1113
1587052533190;Gaze;7764;1117
1587052533201;Gaze;7763;1118
1587052533212;Gaze;7764;1115
1587052533223;Gaze;7763;1114
1587052533234;Gaze;7764;1114
1587052533245;Gaze;7766;1114
1587052533257;Gaze;7767;1113
1587052533268;Gaze;7764;1125
1587052533279;Gaze;7761;1127
1587052533279;Gaze;7760;1127
1587052533290;Gaze;7762;1127
1587052533301;Gaze;7762;1126
1587052533312;Gaze;7765;1126
1587052533323;Gaze;7768;1125
1587052533335;Gaze;7769;1125
1587052533345;Gaze;7769;1125
1587052533358;Gaze;7763;1121
1587052533368;Gaze;7764;1121
1587052533379;Gaze;7764;1112
1587052533390;Gaze;7763;1108
1587052533401;Gaze;7763;1107
1587052533412;Gaze;7761;1107
1587052533424;Gaze;7759;1107
1587052533435;Gaze;7759;1108
1587052533445;Gaze;7759;1108
1587052533457;Gaze;7757;1107
1587052533467;Gaze;7756;1106
1587052533479;Gaze;7757;1108
1587052533489;Gaze;7757;1108
1587052533502;Gaze;7760;1108
1587052533511;Gaze;7769;1111
1587052533523;Gaze;7770;1110
1587052533534;Gaze;7771;1109
1587052533545;Gaze;7772;1109
1587052533556;Gaze;7770;1112
1587052533567;Gaze;7770;1117
1587052533578;Gaze;7770;1118
1587052533590;Gaze;7770;1119
1587052533601;Gaze;7766;1106
1587052533611;Gaze;7766;1107
1587052533623;Gaze;7766;1108
1587052533634;Gaze;7766;1114
1587052533644;Gaze;7765;1116
1587052533656;Gaze;7763;1122
1587052533667;Gaze;7761;1126
1587052533678;Gaze;7759;1126
1587052533690;Gaze;7758;1126
1587052533701;Gaze;7758;1125
1587052533711;Gaze;7757;1123
1587052533723;Gaze;7758;1117
1587052533734;Gaze;7762;1115
1587052533745;Gaze;7764;1111
1587052533756;Gaze;7764;1107
1587052533768;Gaze;7765;1106
1587052533778;Gaze;7765;1106
1587052533790;Gaze;7765;1106
1587052533801;Gaze;7766;1105
1587052533811;Gaze;7766;1102
1587052533823;Gaze;7767;1098
1587052533834;Gaze;7767;1094
1587052533844;Gaze;7767;1091
1587052533856;Gaze;7764;1092
1587052533868;Gaze;7764;1096
1587052533878;Gaze;7762;1095
1587052533890;Gaze;7762;1094
1587052533891;Gaze;7762;1094
1587052533901;Gaze;7762;1091
1587052533912;Gaze;7763;1089
1587052533923;Gaze;7764;1081
1587052533934;Gaze;7763;1082
1587052533945;Gaze;7762;1083
1587052533956;Gaze;7761;1086
1587052533967;Gaze;7760;1087
1587052533978;Gaze;7760;1086
1587052533989;Gaze;7764;1100
1587052534001;Gaze;7764;1105
1587052534011;Gaze;7763;1108
1587052534023;Gaze;7761;1108
1587052534034;Gaze;7761;1109
1587052534045;Gaze;7762;1109
1587052534056;Gaze;7767;1107
1587052534067;Gaze;7768;1106
1587052534077;Gaze;7766;1107
1587052534089;Gaze;7762;1110
1587052534101;Gaze;7758;1113
1587052534111;Gaze;7741;1108
1587052534123;Gaze;7734;1109
1587052534134;Gaze;7727;1107
1587052534145;Gaze;7756;1127
1587052534156;Gaze;7758;1127
1587052534168;Gaze;7762;1129
1587052534178;Gaze;7762;1129
1587052534189;Gaze;7760;1129
1587052534200;Gaze;7760;1129
1587052534211;Gaze;7746;1114
1587052534222;Gaze;7746;1114
1587052534234;Gaze;7751;1120
1587052534244;Gaze;7751;1119
1587052534245;Gaze;7752;1120
1587052534256;Gaze;7751;1118
1587052534267;Gaze;7752;1119
1587052534278;Gaze;7752;1120
1587052534289;Gaze;7753;1119
1587052534300;Gaze;7753;1116
1587052534311;Gaze;7754;1111
1587052534322;Gaze;7754;1110
1587052534334;Gaze;7762;1110
1587052534344;Gaze;7761;1108
1587052534356;Gaze;7746;1121
1587052534367;Gaze;7746;1121
1587052534378;Gaze;7742;1128
1587052534389;Gaze;7739;1145
1587052534400;Gaze;7739;1145
1587052534411;Gaze;7740;1146
1587052534422;Gaze;7741;1145
1587052534433;Gaze;7740;1147
1587052534444;Gaze;7741;1145
1587052534456;Gaze;7731;1141
1587052534467;Gaze;7727;1137
1587052534478;Gaze;7729;1131
1587052534489;Gaze;7737;1128
1587052534500;Gaze;7740;1130
1587052534511;Gaze;7739;1134
1587052534523;Gaze;7739;1134
1587052534534;Gaze;7732;1136
1587052534544;Gaze;7732;1136
1587052534556;Gaze;7734;1134
1587052534567;Gaze;7733;1111
1587052534577;Gaze;7732;1115
1587052534578;Gaze;7732;1117
1587052534589;Gaze;7732;1112
1587052534600;Gaze;7736;1104
1587052534611;Gaze;7737;1097
1587052534622;Gaze;7735;1098
1587052534634;Gaze;7735;1094
1587052534644;Gaze;7735;1093
1587052534658;Gaze;7746;1096
1587052534667;Gaze;7748;1098
1587052534677;Gaze;7748;1098
1587052534688;Gaze;7736;1111
1587052534700;Gaze;7738;1109
1587052534711;Gaze;7738;1107
1587052534723;Gaze;7739;1104
1587052534733;Gaze;7741;1103
1587052534744;Gaze;7743;1107
1587052534755;Gaze;7744;1116
1587052534767;Gaze;7745;1115
1587052534777;Gaze;7749;1111
1587052534789;Gaze;7752;1112
1587052534800;Gaze;7752;1112
1587052534811;Gaze;7750;1111
1587052534822;Gaze;7747;1109
1587052534833;Gaze;7744;1109
1587052534846;Gaze;7747;1110
1587052534856;Gaze;7746;1108
1587052534867;Gaze;7745;1106
1587052534878;Gaze;7739;1106
1587052534888;Gaze;7733;1110
1587052534900;Gaze;7734;1110
1587052534910;Gaze;7737;1110
1587052534922;Gaze;7742;1111
1587052534934;Gaze;7748;1106
1587052534944;Gaze;7749;1107
1587052534956;Gaze;7748;1110
1587052534967;Gaze;7749;1110
1587052534977;Gaze;7749;1110
1587052534988;Gaze;7748;1108
1587052535000;Gaze;7747;1108
1587052535010;Gaze;7735;1117
1587052535022;Gaze;7730;1120
1587052535033;Gaze;7730;1120
1587052535044;Gaze;7729;1119
1587052535055;Gaze;7727;1116
1587052535067;Gaze;7726;1114
1587052535077;Gaze;7723;1116
1587052535089;Gaze;7716;1135
1587052535100;Gaze;7717;1134
1587052535111;Gaze;7719;1136
1587052535122;Gaze;7720;1136
1587052535133;Gaze;7720;1136
1587052535144;Gaze;7722;1132
1587052535156;Gaze;7722;1132
1587052535166;Gaze;7724;1129
1587052535177;Gaze;7722;1131
1587052535188;Gaze;7718;1133
1587052535200;Gaze;7714;1130
1587052535210;Gaze;7714;1141
1587052535222;Gaze;7713;1146
1587052535234;Gaze;7713;1147
1587052535244;Gaze;7712;1148
1587052535256;Gaze;7717;1149
1587052535267;Gaze;7717;1150
1587052535277;Gaze;7716;1154
1587052535288;Gaze;7716;1157
1587052535300;Gaze;7716;1160
1587052535310;Gaze;7724;1164
1587052535321;Gaze;7725;1166
1587052535333;Gaze;7727;1168
1587052535344;Gaze;7726;1167
1587052535355;Gaze;7724;1169
1587052535366;Gaze;7724;1170
1587052535377;Gaze;7724;1170
1587052535388;Gaze;7724;1171
1587052535400;Gaze;7733;1163
1587052535411;Gaze;7732;1164
1587052535422;Gaze;7730;1166
1587052535433;Gaze;7729;1165
1587052535443;Gaze;7722;1132
1587052535455;Gaze;7724;1137
1587052535466;Gaze;7726;1130
1587052535477;Gaze;7726;1135
1587052535488;Gaze;7724;1144
1587052535499;Gaze;7722;1154
1587052535510;Gaze;7721;1155
1587052535521;Gaze;7715;1146
1587052535533;Gaze;7715;1145
1587052535544;Gaze;7716;1146
1587052535555;Gaze;7727;1142
1587052535566;Gaze;7727;1146
1587052535577;Gaze;7726;1146
1587052535588;Gaze;7726;1146
1587052535599;Gaze;7729;1140
1587052535610;Gaze;7729;1140
1587052535621;Gaze;7727;1150
1587052535632;Gaze;7727;1151
1587052535709;Gaze;7721;1162
1587052535720;Gaze;7668;1447
1587052535732;Gaze;7591;1597
1587052535744;Gaze;7573;1592
1587052535755;Gaze;7598;1506
1587052535766;Gaze;7642;1360
1587052535777;Gaze;7677;1244
1587052535788;Gaze;7696;1183
1587052535799;Gaze;7708;1160
1587052535810;Gaze;7712;1154
1587052535821;Gaze;7716;1145
1587052535833;Gaze;7718;1139
1587052535842;Gaze;7717;1122
1587052535854;Gaze;7715;1128
1587052535866;Gaze;7713;1137
1587052535876;Gaze;7713;1141
1587052535888;Gaze;7714;1141
1587052535900;Gaze;7723;1136
1587052535911;Gaze;7723;1135
1587052535921;Gaze;7720;1132
1587052535933;Gaze;7712;1125
1587052535943;Gaze;7712;1125
1587052535954;Gaze;7717;1121
1587052535965;Gaze;7715;1121
1587052535976;Gaze;7720;1125
1587052535988;Gaze;7722;1127
1587052535999;Gaze;7722;1127
1587052536010;Gaze;7723;1125
1587052536021;Gaze;7726;1120
1587052536032;Gaze;7727;1117
1587052536043;Gaze;7728;1115
1587052536054;Gaze;7727;1118
1587052536066;Gaze;7728;1116
1587052536077;Gaze;7727;1120
1587052536088;Gaze;7727;1118
1587052536100;Gaze;7735;1121
1587052536110;Gaze;7736;1121
1587052536121;Gaze;7734;1120
1587052536132;Gaze;7736;1122
1587052536143;Gaze;7736;1122
1587052536155;Gaze;7736;1121
1587052536165;Gaze;7720;1083
1587052536176;Gaze;7720;1083
1587052536188;Gaze;7720;1084
1587052536199;Gaze;7719;1102
1587052536209;Gaze;7715;1124
1587052536210;Gaze;7715;1126
1587052536221;Gaze;7714;1135
1587052536232;Gaze;7713;1130
1587052536243;Gaze;7713;1134
1587052536255;Gaze;7713;1135
1587052536265;Gaze;7715;1153
1587052536276;Gaze;7706;1172
1587052536288;Gaze;7676;1307
1587052536299;Gaze;7641;1486
1587052536309;Gaze;7632;1538
1587052536321;Gaze;7628;1561
1587052536333;Gaze;7622;1599
1587052536343;Gaze;7607;1699
1587052536354;Gaze;7601;1729
1587052536365;Gaze;7599;1735
1587052536376;Gaze;7598;1727
1587052536387;Gaze;7601;1723
1587052536399;Gaze;7601;1723
1587052536410;Gaze;7588;1730
1587052536421;Gaze;7586;1734
1587052536432;Gaze;7572;1742
1587052536443;Gaze;7576;1739
1587052536455;Gaze;7566;1749
1587052536465;Gaze;7559;1759
1587052536476;Gaze;7542;1768
1587052536487;Gaze;7509;1780
1587052536499;Gaze;7452;1804
1587052536510;Gaze;7426;1813
1587052536522;Gaze;7366;1833
1587052536532;Gaze;7346;1839
1587052536543;Gaze;7341;1840
1587052536554;Gaze;7340;1845
1587052536565;Gaze;7336;1866
1587052536576;Gaze;7340;1854
1587052536588;Gaze;7339;1825
1587052536599;Gaze;7332;1831
1587052536610;Gaze;7315;1849
1587052536622;Gaze;7320;1848
1587052536633;Gaze;7320;1870
1587052536643;Gaze;7317;1878
1587052536655;Gaze;7311;1861
1587052536666;Gaze;7260;1848
1587052536677;Gaze;7268;1847
1587052536687;Gaze;7258;1861
1587052536699;Gaze;7257;1877
1587052536709;Gaze;7257;1891
1587052536720;Gaze;7245;1870
1587052536732;Gaze;7247;1865
1587052536743;Gaze;7248;1864
1587052536755;Gaze;7253;1875
1587052536766;Gaze;7268;1896
1587052536776;Gaze;7281;1906
1587052536787;Gaze;7286;1905
1587052536798;Gaze;7299;1917
1587052536809;Gaze;7294;1911
1587052536821;Gaze;7316;1933
1587052536832;Gaze;7329;1951
1587052536843;Gaze;7310;1950
1587052536854;Gaze;7306;1949
1587052536865;Gaze;7300;1942
1587052536876;Gaze;7296;1929
1587052536887;Gaze;7277;1878
1587052536898;Gaze;7274;1873
1587052536909;Gaze;7267;1866
1587052536921;Gaze;7258;1856
1587052536932;Gaze;7258;1858
1587052536943;Gaze;7270;1871
1587052536954;Gaze;7298;1905
1587052536966;Gaze;7291;1902
1587052536976;Gaze;7284;1896
1587052536988;Gaze;7280;1888
1587052536999;Gaze;7276;1862
1587052537009;Gaze;7280;1860
1587052537020;Gaze;7283;1861
1587052537031;Gaze;7300;1923
1587052537042;Gaze;7300;1923
1587052537054;Gaze;7301;1926
1587052537065;Gaze;7299;1909
1587052537077;Gaze;7305;1913
1587052537087;Gaze;7313;1918
1587052537099;Gaze;7323;1936
1587052537109;Gaze;7320;1934
1587052537120;Gaze;7289;1902
1587052537131;Gaze;7285;1896
1587052537143;Gaze;7284;1886
1587052537153;Gaze;7287;1864
1587052537163;Gaze;7289;1844
1587052537242;Gaze;7294;1824
1587052537253;Gaze;7599;1290
1587052537265;Gaze;7664;1180
1587052537276;Gaze;7670;1169
1587052537287;Gaze;7684;1149
1587052537298;Gaze;7697;1133
1587052537309;Gaze;7703;1127
1587052537321;Gaze;7704;1124
1587052537332;Gaze;7703;1121
1587052537332;Gaze;7707;1114
1587052537342;Gaze;7700;1097
1587052537354;Gaze;7705;1089
1587052537365;Gaze;7699;1076
1587052537376;Gaze;7707;1081
1587052537387;Gaze;7704;1083
1587052537398;Gaze;7700;1083
1587052537409;Gaze;7694;1083
1587052537420;Gaze;7696;1081
1587052537432;Gaze;7698;1082
1587052537442;Gaze;7699;1085
1587052537454;Gaze;7704;1081
1587052537465;Gaze;7719;1076
1587052537476;Gaze;7726;1073
1587052537487;Gaze;7732;1071
1587052537498;Gaze;7723;1076
1587052537509;Gaze;7716;1082
1587052537521;Gaze;7711;1088
1587052537532;Gaze;7700;1097
1587052537543;Gaze;7700;1097
1587052537554;Gaze;7701;1095
1587052537565;Gaze;7704;1089
1587052537575;Gaze;7706;1086
1587052537587;Gaze;7706;1087
1587052537598;Gaze;7706;1089
1587052537609;Gaze;7706;1090
1587052537620;Gaze;7705;1093
1587052537632;Gaze;7705;1096
1587052537642;Gaze;7706;1089
1587052537653;Gaze;7707;1091
1587052537664;Gaze;7708;1094
1587052537675;Gaze;7708;1096
1587052537686;Gaze;7704;1087
1587052537698;Gaze;7698;1079
1587052537709;Gaze;7697;1079
1587052537720;Gaze;7695;1082
1587052537732;Gaze;7694;1083
1587052537742;Gaze;7696;1080
1587052537753;Gaze;7698;1078
1587052537765;Gaze;7699;1077
1587052537775;Gaze;7703;1077
1587052537787;Gaze;7712;1087
1587052537798;Gaze;7735;1115
1587052537809;Gaze;7740;1120
1587052537821;Gaze;7743;1124
1587052537832;Gaze;7745;1128
1587052537842;Gaze;7744;1130
1587052537853;Gaze;7739;1131
1587052537865;Gaze;7733;1132
1587052537876;Gaze;7735;1133
1587052537887;Gaze;7730;1136
1587052537897;Gaze;7728;1137
1587052537908;Gaze;7725;1137
1587052537920;Gaze;7726;1132
1587052537931;Gaze;7730;1128
1587052537941;Gaze;7731;1128
1587052537953;Gaze;7734;1129
1587052537964;Gaze;7738;1135
1587052537975;Gaze;7740;1137
1587052537987;Gaze;7742;1139
1587052537998;Gaze;7745;1142
1587052538009;Gaze;7745;1141
1587052538020;Gaze;7750;1121
1587052538031;Gaze;7752;1123
1587052538042;Gaze;7759;1112
1587052538054;Gaze;7760;1111
1587052538065;Gaze;7760;1105
1587052538075;Gaze;7760;1103
1587052538087;Gaze;7759;1110
1587052538097;Gaze;7753;1120
1587052538108;Gaze;7756;1113
1587052538119;Gaze;7753;1119
1587052538131;Gaze;7751;1119
1587052538141;Gaze;7743;1123
1587052538153;Gaze;7723;1118
1587052538164;Gaze;7721;1118
1587052538175;Gaze;7722;1118
1587052538187;Gaze;7707;1109
1587052538198;Gaze;7707;1110
1587052538209;Gaze;7706;1104
1587052538220;Gaze;7709;1092
1587052538232;Gaze;7709;1091
1587052538242;Gaze;7709;1090
1587052538254;Gaze;7711;1086
1587052538264;Gaze;7711;1086
1587052538275;Gaze;7712;1086
1587052538286;Gaze;7711;1086
1587052538297;Gaze;7711;1085
1587052538308;Gaze;7708;1086
1587052538319;Gaze;7708;1087
1587052538332;Gaze;7709;1089
1587052538341;Gaze;7715;1096
1587052538353;Gaze;7715;1099
1587052538364;Gaze;7714;1097
1587052538375;Gaze;7709;1084
1587052538387;Gaze;7709;1082
1587052538397;Gaze;7710;1090
1587052538408;Gaze;7708;1093
1587052538419;Gaze;7707;1092
1587052538431;Gaze;7707;1092
1587052538442;Gaze;7706;1091
1587052538453;Gaze;7709;1092
1587052538464;Gaze;7710;1093
1587052538475;Gaze;7711;1096
1587052538486;Gaze;7723;1109
1587052538498;Gaze;7729;1114
1587052538508;Gaze;7741;1117
1587052538520;Gaze;7754;1121
1587052538531;Gaze;7754;1121
1587052538542;Gaze;7754;1122
1587052538553;Gaze;7752;1125
1587052538565;Gaze;7751;1125
1587052538575;Gaze;7750;1126
1587052538587;Gaze;7733;1126
1587052538598;Gaze;7732;1126
1587052538608;Gaze;7733;1119
1587052538619;Gaze;7732;1119
1587052538630;Gaze;7733;1118
1587052538641;Gaze;7732;1118
1587052538653;Gaze;7732;1103
1587052538664;Gaze;7732;1102
1587052538674;Gaze;7730;1099
1587052538686;Gaze;7745;1105
1587052538697;Gaze;7745;1104
1587052538708;Gaze;7755;1110
1587052538719;Gaze;7756;1117
1587052538730;Gaze;7756;1122
1587052538741;Gaze;7754;1121
1587052538753;Gaze;7756;1125
1587052538764;Gaze;7758;1124
1587052538774;Gaze;7758;1125
1587052538786;Gaze;7752;1123
1587052538798;Gaze;7745;1123
1587052538808;Gaze;7746;1123
1587052538819;Gaze;7749;1127
1587052538831;Gaze;7755;1131
1587052538841;Gaze;7756;1131
1587052538853;Gaze;7757;1133
1587052538864;Gaze;7758;1132
1587052538874;Gaze;7758;1132
1587052538886;Gaze;7761;1127
1587052538897;Gaze;7763;1125
1587052538907;Gaze;7764;1125
1587052538919;Gaze;7765;1121
1587052538930;Gaze;7765;1117
1587052538941;Gaze;7765;1118
1587052538952;Gaze;7769;1127
1587052538964;Gaze;7770;1128
1587052538974;Gaze;7769;1126
1587052538986;Gaze;7765;1128
1587052538997;Gaze;7757;1118
1587052539008;Gaze;7757;1117
1587052539020;Gaze;7755;1110
1587052539030;Gaze;7754;1107
1587052539041;Gaze;7750;1100
1587052539052;Gaze;7739;1102
1587052539063;Gaze;7738;1108
1587052539075;Gaze;7735;1109
1587052539086;Gaze;7735;1111
1587052539097;Gaze;7737;1114
1587052539108;Gaze;7739;1114
1587052539120;Gaze;7742;1113
1587052539130;Gaze;7743;1112
1587052539141;Gaze;7742;1113
1587052539153;Gaze;7745;1110
1587052539164;Gaze;7745;1110
1587052539174;Gaze;7745;1110
1587052539185;Gaze;7742;1108
1587052539197;Gaze;7740;1104
1587052539208;Gaze;7738;1101
1587052539209;Gaze;7740;1102
1587052539219;Gaze;7736;1097
1587052539230;Gaze;7737;1101
1587052539241;Gaze;7738;1105
1587052539253;Gaze;7738;1108
1587052539264;Gaze;7742;1111
1587052539274;Gaze;7748;1114
1587052539286;Gaze;7751;1117
1587052539297;Gaze;7756;1124
1587052539308;Gaze;7755;1128
1587052539319;Gaze;7740;1136
1587052539331;Gaze;7728;1139
1587052539341;Gaze;7719;1142
1587052539353;Gaze;7706;1149
1587052539364;Gaze;7697;1160
1587052539373;Gaze;7696;1159
1587052539385;Gaze;7695;1158
1587052539396;Gaze;7695;1158
1587052539407;Gaze;7696;1153
1587052539419;Gaze;7702;1141
1587052539430;Gaze;7702;1136
1587052539440;Gaze;7702;1136
1587052539452;Gaze;7699;1130
1587052539463;Gaze;7698;1127
1587052539474;Gaze;7699;1127
1587052539485;Gaze;7699;1126
1587052539497;Gaze;7700;1129
1587052539508;Gaze;7699;1132
1587052539519;Gaze;7685;1145
1587052539530;Gaze;7684;1146
1587052539541;Gaze;7688;1138
1587052539553;Gaze;7693;1141
1587052539563;Gaze;7717;1135
1587052539574;Gaze;7721;1134
1587052539585;Gaze;7723;1134
1587052539597;Gaze;7730;1128
1587052539607;Gaze;7735;1125
1587052539618;Gaze;7741;1124
1587052539629;Gaze;7745;1123
1587052539641;Gaze;7757;1121
1587052539652;Gaze;7765;1117
1587052539663;Gaze;7765;1117
1587052539674;Gaze;7766;1117
1587052539685;Gaze;7766;1117
1587052539696;Gaze;7766;1117
1587052539707;Gaze;7764;1117
1587052539718;Gaze;7761;1120
1587052539730;Gaze;7759;1123
1587052539740;Gaze;7755;1126
1587052539752;Gaze;7756;1124
1587052539763;Gaze;7758;1124
1587052539774;Gaze;7759;1126
1587052539786;Gaze;7760;1125
1587052539798;Gaze;7760;1124
1587052539799;Gaze;7760;1124
1587052539807;Gaze;7761;1122
1587052539818;Gaze;7768;1115
1587052539819;Gaze;7769;1114
1587052539830;Gaze;7769;1114
1587052539840;Gaze;7770;1114
1587052539852;Gaze;7769;1115
1587052539863;Gaze;7767;1116
1587052539874;Gaze;7766;1116
1587052539886;Gaze;7766;1117
1587052539896;Gaze;7763;1119
1587052539907;Gaze;7760;1120
1587052539918;Gaze;7754;1122
1587052539930;Gaze;7754;1120
1587052539940;Gaze;7752;1122
1587052539951;Gaze;7754;1124
1587052539963;Gaze;7756;1127
1587052539974;Gaze;7757;1127
1587052539975;Gaze;7757;1127
1587052539985;Gaze;7758;1126
1587052539997;Gaze;7761;1125
1587052540007;Gaze;7761;1123
1587052540019;Gaze;7758;1096
1587052540030;Gaze;7757;1080
1587052540041;Gaze;7755;1075
1587052540051;Gaze;7756;1073
1587052540063;Gaze;7758;1073
1587052540073;Gaze;7757;1074
1587052540085;Gaze;7752;1085
1587052540096;Gaze;7750;1088
1587052540107;Gaze;7748;1090
1587052540118;Gaze;7752;1097
1587052540130;Gaze;7759;1104
1587052540141;Gaze;7762;1105
1587052540152;Gaze;7763;1108
1587052540163;Gaze;7745;1101
1587052540173;Gaze;7745;1100
1587052540185;Gaze;7745;1101
1587052540196;Gaze;7741;1103
1587052540207;Gaze;7741;1103
1587052540218;Gaze;7742;1103
1587052540229;Gaze;7739;1104
1587052540240;Gaze;7743;1109
1587052540252;Gaze;7744;1110
1587052540263;Gaze;7746;1109
1587052540274;Gaze;7748;1094
1587052540285;Gaze;7764;1039
1587052540297;Gaze;7767;1038
1587052540307;Gaze;7767;1033
1587052540308;Gaze;7767;1031
1587052540318;Gaze;7768;1031
1587052540330;Gaze;7769;1028
1587052540340;Gaze;7769;1030
1587052540352;Gaze;7769;1030
1587052540362;Gaze;7768;1028
1587052540373;Gaze;7767;1027
1587052540385;Gaze;7766;1029
1587052540396;Gaze;7765;1030
1587052540407;Gaze;7767;1033
1587052540418;Gaze;7767;1038
1587052540428;Gaze;7793;1031
1587052540439;Gaze;7768;1037
1587052540539;Gaze;7781;1073
1587052540551;Gaze;7740;1105
1587052540563;Gaze;7741;1121
1587052540563;Gaze;7741;1118
1587052540573;Gaze;7741;1124
1587052540585;Gaze;7737;1134
1587052540596;Gaze;7729;1147
1587052540607;Gaze;7728;1148
1587052540618;Gaze;7729;1145
1587052540630;Gaze;7726;1133
1587052540640;Gaze;7727;1126
1587052540652;Gaze;7727;1116
1587052540662;Gaze;7723;1120
1587052540673;Gaze;7722;1125
1587052540685;Gaze;7719;1124
1587052540696;Gaze;7718;1121
1587052540707;Gaze;7718;1121
1587052540718;Gaze;7722;1108
1587052540730;Gaze;7722;1109
1587052540740;Gaze;7718;1118
1587052540751;Gaze;7724;1113
1587052540763;Gaze;7723;1115
1587052540773;Gaze;7726;1119
1587052540785;Gaze;7733;1115
1587052540796;Gaze;7734;1112
1587052540807;Gaze;7723;1109
1587052540818;Gaze;7722;1115
1587052540829;Gaze;7724;1116
1587052540839;Gaze;7727;1117
1587052540851;Gaze;7725;1115
1587052540862;Gaze;7725;1112
1587052540873;Gaze;7721;1107
1587052540885;Gaze;7720;1107
1587052540896;Gaze;7717;1109
1587052540907;Gaze;7697;1163
1587052540918;Gaze;7674;1199
1587052540930;Gaze;7508;1454
1587052540940;Gaze;7455;1550
1587052540951;Gaze;7442;1582
1587052540963;Gaze;7397;1756
1587052540973;Gaze;7363;1821
1587052540984;Gaze;7335;1854
1587052540996;Gaze;7314;1852
1587052541006;Gaze;7279;1837
