System Fixation time;Fixation Event;X Fixation Data; Y Fixation Data 
1587052551759;Fixation data;7532;1214
1587052551770;Fixation data;7532;1227
1587052551782;Fixation data;7533;1235
1587052551793;Fixation data;7531;1237
1587052551803;Fixation data;7524;1229
1587052551815;Fixation data;7521;1220
1587052551825;Fixation data;7523;1210
1587052551836;Fixation begin;7524;1228
1587052551848;Fixation data;7516;1235
1587052551859;Fixation begin;7475;1251
1587052551870;Fixation data;7472;1240
1587052551882;Fixation data;7471;1224
1587052551893;Fixation data;7483;1217
1587052551904;Fixation data;7497;1218
1587052551915;Fixation data;7504;1220
1587052551932;Fixation data;7499;1222
1587052551937;Fixation data;7490;1224
1587052551960;Fixation begin;7488;1223
1587052551971;Fixation data;7486;1224
1587052551981;Fixation data;7484;1230
1587052551992;Fixation data;7486;1240
1587052552003;Fixation data;7488;1248
1587052552016;Fixation data;7482;1247
1587052552026;Fixation data;7472;1249
1587052552036;Fixation data;7466;1255
1587052552048;Fixation data;7466;1255
1587052552060;Fixation data;7470;1244
1587052552070;Fixation data;7471;1227
1587052552082;Fixation data;7471;1218
1587052552092;Fixation data;7476;1213
1587052552103;Fixation begin;7494;1224
1587052552115;Fixation data;7496;1230
1587052552125;Fixation data;7499;1244
1587052552136;Fixation begin;7503;1270
1587052552149;Fixation data;7499;1272
1587052552159;Fixation data;7490;1275
1587052552170;Fixation data;7478;1275
1587052552181;Fixation data;7470;1269
1587052552192;Fixation begin;7466;1253
1587052552203;Fixation data;7466;1249
1587052552215;Fixation begin;7461;1246
1587052552226;Fixation data;7456;1245
1587052552237;Fixation data;7447;1241
1587052552248;Fixation data;7441;1238
1587052552259;Fixation data;7441;1236
1587052552270;Fixation data;7446;1239
1587052552281;Fixation data;7453;1242
1587052552292;Fixation data;7457;1251
1587052552303;Fixation data;7456;1251
1587052552315;Fixation data;7456;1247
1587052552325;Fixation data;7461;1242
1587052552336;Fixation data;7466;1243
1587052552348;Fixation begin;7457;1250
1587052552359;Fixation data;7451;1250
1587052552369;Fixation begin;7436;1253
1587052552381;Fixation data;7439;1255
1587052552392;Fixation data;7441;1256
1587052552403;Fixation data;7442;1255
1587052552414;Fixation begin;7441;1261
1587052552426;Fixation data;7439;1262
1587052552436;Fixation end;;
1587052552447;Fixation begin;7404;1387
1587052552457;Fixation data;7404;1401
1587052552467;Fixation end;;
1587052552592;Fixation begin;7232;1443
1587052552604;Fixation end;;
1587052552614;Fixation begin;7358;1271
1587052552625;Fixation data;7359;1266
1587052552637;Fixation data;7371;1255
1587052552647;Fixation data;7381;1245
1587052552658;Fixation data;7387;1242
1587052552670;Fixation data;7386;1241
1587052552681;Fixation data;7380;1238
1587052552692;Fixation data;7374;1233
1587052552703;Fixation data;7372;1236
1587052552715;Fixation begin;7373;1249
1587052552726;Fixation data;7373;1251
1587052552736;Fixation data;7369;1244
1587052552748;Fixation data;7364;1239
1587052552760;Fixation data;7359;1246
1587052552770;Fixation data;7363;1270
1587052552781;Fixation data;7370;1285
1587052552792;Fixation data;7380;1276
1587052552803;Fixation data;7387;1263
1587052552815;Fixation data;7392;1254
1587052552825;Fixation data;7393;1255
1587052552835;Fixation data;7391;1261
1587052552848;Fixation data;7387;1265
1587052552869;Fixation begin;7386;1273
1587052552880;Fixation data;7392;1274
1587052552891;Fixation data;7393;1274
1587052552914;Fixation begin;7371;1271
1587052552926;Fixation data;7371;1267
1587052552936;Fixation data;7369;1265
1587052552948;Fixation data;7369;1264
1587052552958;Fixation data;7374;1263
1587052552969;Fixation data;7381;1261
1587052552981;Fixation data;7385;1258
1587052552992;Fixation begin;7387;1261
1587052553002;Fixation data;7387;1254
1587052553016;Fixation data;7388;1247
1587052553025;Fixation data;7387;1238
1587052553036;Fixation data;7386;1237
1587052553047;Fixation begin;7363;1235
1587052553058;Fixation data;7350;1232
1587052553069;Fixation end;;
1587052553080;Fixation begin;7208;1231
1587052553092;Fixation data;7210;1244
1587052553103;Fixation data;7209;1255
1587052553114;Fixation data;7205;1260
1587052553138;Fixation begin;7190;1263
1587052553147;Fixation data;7189;1259
1587052553158;Fixation data;7187;1254
1587052553169;Fixation data;7185;1248
1587052553181;Fixation data;7188;1245
1587052553191;Fixation data;7192;1244
1587052553202;Fixation data;7196;1246
1587052553214;Fixation data;7200;1256
1587052553225;Fixation data;7201;1260
1587052553236;Fixation data;7203;1263
1587052553248;Fixation data;7201;1261
1587052553259;Fixation data;7197;1259
1587052553270;Fixation begin;7196;1258
1587052553282;Fixation data;7197;1259
1587052553292;Fixation data;7193;1270
1587052553303;Fixation data;7187;1279
1587052553314;Fixation data;7182;1281
1587052553325;Fixation data;7182;1267
1587052553336;Fixation data;7185;1255
1587052553336;Fixation data;7186;1252
1587052553347;Fixation data;7187;1251
1587052553358;Fixation data;7187;1259
1587052553369;Fixation begin;7176;1267
1587052553380;Fixation data;7179;1268
1587052553391;Fixation data;7179;1258
1587052553402;Fixation data;7175;1251
1587052553413;Fixation data;7166;1247
1587052553425;Fixation begin;7159;1256
1587052553436;Fixation data;7160;1261
1587052553447;Fixation data;7158;1272
1587052553459;Fixation data;7156;1276
1587052553470;Fixation data;7160;1277
1587052553481;Fixation data;7170;1277
1587052553492;Fixation data;7178;1277
1587052553504;Fixation data;7181;1274
1587052553513;Fixation data;7180;1263
1587052553525;Fixation data;7183;1253
1587052553535;Fixation data;7187;1249
1587052553547;Fixation data;7192;1253
1587052553591;Fixation begin;7179;1248
1587052553602;Fixation data;7185;1245
1587052553613;Fixation data;7195;1246
1587052553627;Fixation data;7202;1251
1587052553635;Fixation data;7197;1248
1587052553646;Fixation data;7190;1244
1587052553658;Fixation data;7181;1247
1587052553669;Fixation data;7176;1250
1587052553680;Fixation data;7174;1246
1587052553691;Fixation data;7181;1239
1587052553702;Fixation data;7190;1243
1587052553713;Fixation data;7194;1251
1587052553724;Fixation data;7191;1253
1587052553734;Fixation end;;
1587052553880;Fixation begin;7171;1199
1587052553891;Fixation data;7171;1198
1587052553901;Fixation data;7175;1199
1587052553913;Fixation data;7178;1201
1587052553924;Fixation data;7181;1205
1587052553935;Fixation data;7180;1205
1587052553947;Fixation data;7181;1200
1587052553957;Fixation data;7185;1200
1587052553969;Fixation data;7195;1218
1587052553980;Fixation data;7206;1239
1587052553991;Fixation data;7209;1241
1587052554002;Fixation data;7208;1229
1587052554013;Fixation begin;7202;1208
1587052554024;Fixation data;7202;1205
1587052554035;Fixation data;7204;1202
1587052554047;Fixation data;7208;1198
1587052554057;Fixation data;7207;1199
1587052554068;Fixation data;7202;1198
1587052554091;Fixation begin;7200;1206
1587052554102;Fixation data;7205;1211
1587052554113;Fixation data;7211;1215
1587052554125;Fixation data;7216;1213
1587052554135;Fixation data;7221;1209
1587052554147;Fixation data;7228;1211
1587052554158;Fixation data;7232;1222
1587052554170;Fixation data;7231;1230
1587052554191;Fixation begin;7219;1208
1587052554202;Fixation data;7221;1206
1587052554214;Fixation data;7222;1203
1587052554224;Fixation begin;7229;1195
1587052554235;Fixation data;7231;1198
1587052554246;Fixation data;7238;1202
1587052554257;Fixation data;7245;1201
1587052554268;Fixation data;7253;1196
1587052554280;Fixation data;7256;1192
1587052554291;Fixation data;7257;1193
1587052554302;Fixation begin;7263;1208
1587052554314;Fixation data;7263;1209
1587052554324;Fixation data;7264;1213
1587052554336;Fixation begin;7262;1209
1587052554347;Fixation data;7265;1208
1587052554357;Fixation data;7266;1201
1587052554368;Fixation data;7264;1187
1587052554380;Fixation data;7258;1176
1587052554390;Fixation data;7249;1173
1587052554402;Fixation data;7250;1179
1587052554413;Fixation data;7260;1189
1587052554424;Fixation begin;7259;1210
1587052554435;Fixation end;;
1587052554445;Fixation begin;7226;1319
1587052554456;Fixation end;;
1587052554579;Fixation begin;6929;1217
1587052554590;Fixation data;6932;1219
1587052554601;Fixation end;;
1587052554613;Fixation begin;7216;1153
1587052554624;Fixation begin;7234;1146
1587052554635;Fixation data;7229;1138
1587052554646;Fixation data;7223;1129
1587052554657;Fixation data;7226;1132
1587052554668;Fixation data;7240;1144
1587052554679;Fixation begin;7266;1164
1587052554691;Fixation data;7262;1165
1587052554701;Fixation data;7256;1162
1587052554713;Fixation data;7253;1158
1587052554723;Fixation data;7252;1152
1587052554735;Fixation data;7257;1152
1587052554746;Fixation data;7260;1157
1587052554758;Fixation data;7263;1161
1587052554768;Fixation data;7268;1160
1587052554780;Fixation data;7273;1158
1587052554791;Fixation data;7279;1160
1587052554801;Fixation data;7281;1166
1587052554813;Fixation data;7281;1169
1587052554823;Fixation data;7280;1162
1587052554834;Fixation data;7285;1155
1587052554846;Fixation begin;7297;1154
1587052554857;Fixation data;7297;1167
1587052554868;Fixation data;7296;1197
1587052554880;Fixation data;7314;1222
1587052554891;Fixation data;7361;1224
1587052554913;Fixation begin;7523;1190
1587052554924;Fixation data;7533;1188
1587052554935;Fixation begin;7531;1170
1587052554946;Fixation data;7526;1160
1587052554957;Fixation data;7519;1155
1587052554968;Fixation data;7520;1156
1587052554979;Fixation data;7525;1162
1587052554991;Fixation begin;7529;1175
1587052555001;Fixation data;7528;1173
1587052555013;Fixation data;7525;1168
1587052555024;Fixation begin;7514;1153
1587052555034;Fixation data;7508;1155
1587052555046;Fixation data;7501;1162
1587052555057;Fixation data;7501;1169
1587052555068;Fixation begin;7508;1177
1587052555079;Fixation data;7507;1173
1587052555090;Fixation begin;7513;1173
1587052555101;Fixation data;7511;1181
1587052555114;Fixation data;7515;1191
1587052555124;Fixation data;7514;1185
1587052555134;Fixation data;7506;1175
1587052555146;Fixation data;7498;1172
1587052555157;Fixation data;7495;1171
1587052555168;Fixation data;7498;1172
1587052555179;Fixation data;7498;1167
1587052555191;Fixation data;7498;1167
1587052555202;Fixation data;7496;1167
1587052555213;Fixation data;7496;1167
1587052555223;Fixation data;7498;1162
1587052555234;Fixation data;7500;1155
1587052555246;Fixation data;7500;1155
1587052555258;Fixation data;7499;1155
1587052555279;Fixation begin;7487;1132
1587052555290;Fixation data;7489;1133
1587052555301;Fixation begin;7501;1137
1587052555312;Fixation data;7501;1142
1587052555323;Fixation data;7503;1147
1587052555357;Fixation begin;7491;1161
1587052555367;Fixation data;7493;1157
1587052555379;Fixation data;7500;1153
1587052555390;Fixation begin;7508;1152
1587052555401;Fixation data;7508;1154
1587052555412;Fixation data;7511;1163
1587052555424;Fixation data;7515;1175
1587052555434;Fixation begin;7519;1185
1587052555446;Fixation data;7518;1188
1587052555456;Fixation data;7515;1194
1587052555467;Fixation data;7515;1201
1587052555478;Fixation begin;7519;1191
1587052555490;Fixation data;7519;1182
1587052555501;Fixation data;7520;1166
1587052555512;Fixation begin;7511;1148
1587052555523;Fixation data;7512;1151
1587052555534;Fixation data;7511;1157
1587052555545;Fixation data;7512;1159
1587052555557;Fixation data;7511;1154
1587052555568;Fixation data;7503;1143
1587052555579;Fixation data;7494;1134
1587052555590;Fixation data;7492;1125
1587052555601;Fixation data;7498;1123
1587052555613;Fixation data;7508;1125
1587052555624;Fixation begin;7518;1154
1587052555635;Fixation data;7512;1159
1587052555646;Fixation data;7506;1167
1587052555658;Fixation data;7508;1166
1587052555668;Fixation end;;
1587052555678;Fixation begin;7644;1148
1587052555690;Fixation begin;7687;1143
1587052555701;Fixation data;7690;1141
1587052555712;Fixation data;7689;1130
1587052555745;Fixation begin;7680;1101
1587052555757;Fixation data;7684;1102
1587052555768;Fixation data;7690;1109
1587052555779;Fixation data;7694;1112
1587052555790;Fixation data;7690;1116
1587052555800;Fixation data;7689;1115
1587052555812;Fixation data;7691;1110
1587052555823;Fixation data;7694;1106
1587052555834;Fixation data;7701;1104
1587052555845;Fixation data;7708;1109
1587052555857;Fixation data;7714;1114
1587052555867;Fixation begin;7722;1114
1587052555879;Fixation data;7723;1111
1587052555890;Fixation data;7724;1108
1587052555901;Fixation data;7724;1109
1587052555912;Fixation begin;7711;1114
1587052555924;Fixation data;7707;1119
1587052555934;Fixation begin;7704;1127
1587052555946;Fixation data;7707;1125
1587052555957;Fixation data;7708;1120
1587052555967;Fixation data;7680;1128
1587052555978;Fixation data;7645;1139
1587052555989;Fixation data;7623;1139
1587052556001;Fixation data;7612;1130
1587052556012;Fixation data;7604;1123
1587052556023;Fixation data;7600;1126
1587052556034;Fixation begin;7602;1133
1587052556045;Fixation data;7603;1132
1587052556057;Fixation begin;7601;1148
1587052556067;Fixation data;7606;1159
1587052556078;Fixation data;7614;1168
1587052556090;Fixation data;7624;1161
1587052556103;Fixation data;7636;1143
1587052556113;Fixation data;7645;1133
1587052556124;Fixation data;7648;1132
1587052556133;Fixation data;7646;1134
1587052556145;Fixation data;7640;1132
1587052556157;Fixation data;7638;1131
1587052556167;Fixation begin;7640;1128
1587052556178;Fixation data;7644;1129
1587052556190;Fixation data;7648;1130
1587052556200;Fixation data;7650;1133
1587052556212;Fixation data;7651;1137
1587052556223;Fixation data;7652;1138
1587052556233;Fixation data;7658;1134
1587052556245;Fixation data;7665;1126
1587052556268;Fixation begin;7676;1109
1587052556278;Fixation data;7684;1120
1587052556291;Fixation data;7691;1135
1587052556300;Fixation data;7690;1143
1587052556311;Fixation data;7680;1138
1587052556323;Fixation data;7675;1124
1587052556333;Fixation data;7684;1118
1587052556345;Fixation data;7694;1130
1587052556356;Fixation data;7693;1156
1587052556367;Fixation end;;
1587052556412;Fixation begin;7732;1845
1587052556424;Fixation data;7723;1851
1587052556434;Fixation data;7709;1856
1587052556446;Fixation data;7700;1861
1587052556457;Fixation data;7699;1859
1587052556467;Fixation data;7706;1854
1587052556479;Fixation data;7710;1848
1587052556490;Fixation data;7710;1844
1587052556512;Fixation begin;7710;1837
1587052556524;Fixation data;7709;1840
1587052556534;Fixation data;7709;1845
1587052556545;Fixation data;7712;1851
1587052556556;Fixation data;7717;1852
1587052556556;Fixation data;7720;1852
1587052556567;Fixation data;7718;1849
1587052556579;Fixation data;7716;1848
1587052556589;Fixation data;7701;1853
1587052556600;Fixation end;;
1587052556611;Fixation begin;7419;1851
1587052556623;Fixation data;7393;1848
1587052556633;Fixation data;7385;1855
1587052556645;Fixation begin;7393;1858
1587052556656;Fixation data;7383;1849
1587052556666;Fixation data;7372;1836
1587052556678;Fixation data;7368;1827
1587052556679;Fixation data;7368;1824
1587052556689;Fixation data;7371;1826
1587052556701;Fixation data;7371;1827
1587052556712;Fixation data;7363;1828
1587052556724;Fixation data;7355;1827
1587052556745;Fixation begin;7372;1833
1587052556756;Fixation data;7371;1834
1587052556766;Fixation data;7364;1834
1587052556778;Fixation data;7359;1833
1587052556789;Fixation data;7364;1833
1587052556800;Fixation data;7364;1848
1587052556811;Fixation data;7351;1872
1587052556832;Fixation begin;7305;1955
1587052556843;Fixation end;;
1587052556989;Fixation begin;7878;1471
1587052557000;Fixation end;;
1587052557012;Fixation begin;7679;1257
1587052557022;Fixation data;7690;1252
1587052557033;Fixation data;7696;1233
1587052557045;Fixation data;7700;1211
1587052557055;Fixation data;7700;1204
1587052557078;Fixation begin;7698;1252
1587052557091;Fixation data;7700;1248
1587052557099;Fixation begin;7710;1221
1587052557112;Fixation data;7710;1216
1587052557123;Fixation begin;7713;1204
1587052557134;Fixation data;7715;1215
1587052557145;Fixation begin;7721;1235
1587052557156;Fixation data;7719;1233
1587052557167;Fixation data;7714;1228
1587052557177;Fixation data;7708;1219
1587052557189;Fixation data;7702;1219
1587052557199;Fixation data;7698;1214
1587052557211;Fixation data;7703;1218
1587052557222;Fixation begin;7725;1225
1587052557233;Fixation data;7727;1231
1587052557244;Fixation data;7726;1232
1587052557255;Fixation data;7717;1229
1587052557266;Fixation data;7713;1225
1587052557277;Fixation data;7715;1223
1587052557289;Fixation begin;7716;1236
1587052557300;Fixation end;;
1587052557312;Fixation begin;7635;1336
1587052557321;Fixation data;7619;1381
1587052557344;Fixation begin;7429;1845
1587052557355;Fixation data;7416;1857
1587052557377;Fixation begin;7399;1877
1587052557388;Fixation data;7398;1876
1587052557400;Fixation begin;7398;1869
1587052557411;Fixation data;7401;1868
1587052557421;Fixation data;7405;1867
1587052557433;Fixation data;7409;1862
1587052557444;Fixation data;7405;1851
1587052557455;Fixation data;7397;1846
1587052557469;Fixation data;7393;1849
1587052557478;Fixation data;7393;1858
1587052557489;Fixation data;7391;1865
1587052557500;Fixation begin;7392;1872
1587052557510;Fixation data;7398;1871
1587052557522;Fixation data;7404;1871
1587052557532;Fixation data;7406;1866
1587052557544;Fixation data;7406;1865
1587052557555;Fixation data;7412;1863
1587052557566;Fixation data;7423;1866
1587052557577;Fixation data;7430;1873
1587052557589;Fixation data;7423;1880
1587052557611;Fixation begin;7262;1883
1587052557622;Fixation begin;7228;1873
1587052557633;Fixation data;7227;1872
1587052557644;Fixation begin;7228;1875
1587052557655;Fixation data;7236;1876
1587052557678;Fixation begin;7271;1887
1587052557688;Fixation data;7268;1887
1587052557711;Fixation begin;7243;1890
1587052557722;Fixation data;7244;1890
1587052557733;Fixation data;7243;1888
1587052557744;Fixation data;7246;1883
1587052557755;Fixation data;7250;1880
1587052557766;Fixation data;7255;1879
1587052557777;Fixation data;7260;1883
1587052557788;Fixation data;7259;1885
1587052557800;Fixation data;7253;1887
1587052557811;Fixation data;7247;1886
1587052557823;Fixation data;7246;1890
1587052557833;Fixation data;7244;1888
1587052557845;Fixation data;7242;1883
1587052557856;Fixation data;7238;1875
1587052557866;Fixation end;;
1587052557877;Fixation begin;7190;1969
1587052557888;Fixation data;7188;1974
1587052558021;Fixation begin;7202;2503
1587052558033;Fixation end;;
1587052558044;Fixation begin;7302;1892
1587052558066;Fixation begin;7318;1885
1587052558080;Fixation data;7319;1879
1587052558089;Fixation data;7303;1856
1587052558100;Fixation data;7290;1834
1587052558111;Fixation data;7303;1819
1587052558123;Fixation data;7325;1829
1587052558134;Fixation data;7336;1837
1587052558143;Fixation begin;7316;1836
1587052558155;Fixation data;7318;1835
1587052558166;Fixation data;7314;1835
1587052558177;Fixation data;7310;1840
1587052558188;Fixation data;7309;1844
1587052558199;Fixation data;7310;1846
1587052558210;Fixation data;7311;1846
1587052558222;Fixation data;7314;1845
1587052558232;Fixation data;7319;1849
1587052558243;Fixation end;;
1587052558265;Fixation begin;7287;1872
1587052558278;Fixation data;7288;1864
1587052558289;Fixation data;7294;1853
1587052558299;Fixation data;7304;1850
1587052558310;Fixation data;7316;1850
1587052558322;Fixation begin;7324;1847
1587052558333;Fixation data;7321;1843
1587052558344;Fixation data;7317;1836
1587052558355;Fixation data;7316;1834
1587052558366;Fixation data;7315;1836
1587052558377;Fixation data;7317;1839
1587052558388;Fixation data;7323;1840
1587052558399;Fixation data;7327;1839
1587052558410;Fixation begin;7339;1840
1587052558421;Fixation data;7337;1841
1587052558433;Fixation data;7341;1842
1587052558444;Fixation data;7341;1840
1587052558455;Fixation data;7340;1838
1587052558466;Fixation data;7343;1840
1587052558477;Fixation data;7346;1842
1587052558489;Fixation data;7347;1842
1587052558499;Fixation begin;7339;1843
1587052558511;Fixation data;7336;1843
1587052558522;Fixation data;7334;1845
1587052558532;Fixation data;7307;1853
1587052558543;Fixation data;7275;1861
1587052558555;Fixation data;7257;1863
1587052558578;Fixation begin;7271;1885
1587052558589;Fixation data;7270;1886
1587052558599;Fixation data;7265;1884
1587052558611;Fixation data;7264;1883
1587052558622;Fixation data;7270;1884
1587052558633;Fixation data;7281;1888
1587052558644;Fixation begin;7289;1896
1587052558655;Fixation data;7285;1896
1587052558666;Fixation data;7279;1897
1587052558676;Fixation data;7272;1894
1587052558688;Fixation data;7267;1887
1587052558688;Fixation data;7266;1885
1587052558698;Fixation data;7263;1879
1587052558710;Fixation data;7268;1876
1587052558721;Fixation data;7278;1881
1587052558732;Fixation begin;7301;1892
1587052558743;Fixation data;7297;1892
1587052558755;Fixation data;7290;1896
1587052558765;Fixation data;7294;1912
1587052558777;Fixation begin;7337;1933
1587052558789;Fixation data;7336;1916
1587052558801;Fixation data;7310;1893
1587052558801;Fixation data;7294;1886
1587052558810;Fixation data;7286;1882
1587052558832;Fixation begin;7318;1864
1587052558844;Fixation data;7332;1851
1587052558888;Fixation begin;7762;1159
1587052558899;Fixation data;7774;1150
1587052558910;Fixation data;7779;1150
1587052558922;Fixation data;7780;1154
1587052558932;Fixation data;7793;1158
1587052558943;Fixation data;7810;1166
1587052558954;Fixation data;7817;1171
1587052558965;Fixation data;7812;1168
1587052558976;Fixation data;7801;1166
1587052558988;Fixation begin;7795;1173
1587052558999;Fixation data;7804;1179
1587052559009;Fixation data;7814;1182
1587052559021;Fixation data;7817;1183
1587052559032;Fixation data;7811;1187
1587052559043;Fixation data;7806;1194
1587052559054;Fixation data;7806;1194
1587052559066;Fixation begin;7812;1174
1587052559076;Fixation data;7813;1171
1587052559088;Fixation data;7813;1172
1587052559099;Fixation data;7811;1174
1587052559109;Fixation data;7808;1173
1587052559120;Fixation data;7806;1168
1587052559131;Fixation data;7807;1159
1587052559143;Fixation data;7809;1151
1587052559154;Fixation data;7813;1147
1587052559165;Fixation data;7819;1154
1587052559176;Fixation data;7826;1166
1587052559188;Fixation data;7829;1173
1587052559198;Fixation data;7832;1172
1587052559209;Fixation data;7835;1166
1587052559220;Fixation data;7835;1167
1587052559231;Fixation data;7832;1170
1587052559242;Fixation data;7830;1173
1587052559254;Fixation begin;7829;1171
1587052559265;Fixation data;7827;1175
1587052559277;Fixation data;7825;1178
1587052559287;Fixation data;7818;1179
1587052559298;Fixation data;7787;1168
1587052559309;Fixation data;7747;1151
1587052559321;Fixation data;7727;1135
1587052559332;Fixation data;7717;1127
1587052559342;Fixation data;7714;1125
1587052559354;Fixation data;7709;1122
1587052559364;Fixation data;7706;1120
1587052559376;Fixation data;7704;1118
1587052559387;Fixation data;7704;1119
1587052559398;Fixation data;7710;1122
1587052559409;Fixation begin;7728;1135
1587052559421;Fixation data;7729;1139
1587052559432;Fixation data;7739;1145
1587052559443;Fixation data;7751;1147
1587052559454;Fixation data;7758;1139
1587052559465;Fixation data;7755;1123
1587052559476;Fixation data;7753;1116
1587052559487;Fixation data;7757;1121
1587052559498;Fixation begin;7759;1133
1587052559510;Fixation data;7751;1128
1587052559520;Fixation data;7738;1118
1587052559531;Fixation data;7733;1106
1587052559542;Fixation data;7728;1095
1587052559554;Fixation data;7724;1093
1587052559566;Fixation begin;7719;1109
1587052559576;Fixation data;7720;1113
1587052559588;Fixation data;7722;1117
1587052559598;Fixation data;7727;1120
1587052559609;Fixation begin;7730;1116
1587052559621;Fixation data;7732;1113
1587052559632;Fixation data;7736;1106
1587052559642;Fixation data;7745;1103
1587052559664;Fixation begin;7744;1089
1587052559675;Fixation data;7739;1087
1587052559687;Fixation end;;
1587052559697;Fixation begin;7704;1128
1587052559709;Fixation begin;7694;1100
1587052559720;Fixation end;;
1587052559774;Fixation begin;5560;530
1587052559785;Fixation end;;
1587052561412;Fixation begin;7891;1296
1587052561423;Fixation data;7881;1320
1587052561434;Fixation data;7870;1335
1587052561445;Fixation data;7864;1334
1587052561456;Fixation data;7867;1325
1587052561467;Fixation data;7870;1324
1587052561479;Fixation data;7873;1332
1587052561490;Fixation data;7876;1344
1587052561490;Fixation end;;
1587052561501;Fixation begin;7859;1358
1587052561512;Fixation data;7858;1355
1587052561524;Fixation data;7852;1351
1587052561557;Fixation begin;7842;1357
1587052561568;Fixation data;7842;1359
1587052561579;Fixation data;7843;1366
1587052561590;Fixation begin;7852;1359
1587052561601;Fixation data;7851;1359
1587052561613;Fixation data;7849;1354
1587052561623;Fixation begin;7837;1361
1587052561634;Fixation data;7838;1361
1587052561645;Fixation begin;7828;1369
1587052561657;Fixation data;7827;1366
1587052561679;Fixation begin;7813;1360
1587052561690;Fixation data;7808;1369
1587052561700;Fixation data;7811;1388
1587052561712;Fixation data;7820;1401
1587052561723;Fixation data;7831;1385
1587052561734;Fixation end;;
1587052561746;Fixation begin;7764;1126
1587052561757;Fixation data;7762;1098
1587052561768;Fixation data;7763;1081
1587052561778;Fixation data;7766;1074
1587052561789;Fixation data;7768;1073
1587052561800;Fixation data;7769;1078
1587052561812;Fixation data;7769;1088
1587052561823;Fixation data;7767;1103
1587052561834;Fixation data;7758;1096
1587052561845;Fixation data;7747;1074
1587052561856;Fixation data;7742;1054
1587052561867;Fixation data;7749;1059
1587052561879;Fixation data;7760;1079
1587052561889;Fixation data;7769;1085
1587052561900;Fixation data;7775;1084
1587052561913;Fixation data;7774;1086
1587052561924;Fixation begin;7771;1090
1587052561934;Fixation data;7767;1087
1587052561946;Fixation data;7762;1087
1587052561956;Fixation data;7754;1102
1587052561967;Fixation data;7755;1123
1587052561978;Fixation data;7764;1128
1587052562011;Fixation begin;7773;1070
1587052562025;Fixation data;7776;1062
1587052562045;Fixation begin;7785;1073
1587052562056;Fixation data;7780;1075
1587052562067;Fixation begin;7759;1085
1587052562079;Fixation data;7759;1082
1587052562090;Fixation begin;7760;1075
1587052562100;Fixation data;7764;1066
1587052562111;Fixation begin;7772;1058
1587052562124;Fixation data;7775;1057
1587052562133;Fixation data;7779;1058
1587052562145;Fixation data;7780;1054
1587052562156;Fixation data;7775;1046
1587052562168;Fixation data;7768;1048
1587052562179;Fixation begin;7768;1063
1587052562190;Fixation data;7764;1070
1587052562201;Fixation end;;
1587052563347;Fixation begin;7610;1176
1587052563358;Fixation begin;7637;1186
1587052563369;Fixation end;;
1587052563392;Fixation begin;7599;1158
1587052563403;Fixation begin;7614;1147
1587052563414;Fixation data;7622;1152
1587052563425;Fixation data;7628;1161
1587052563436;Fixation data;7625;1166
1587052563448;Fixation data;7618;1166
1587052563459;Fixation data;7619;1161
1587052563469;Fixation end;;
1587052563482;Fixation begin;7794;1090
1587052563492;Fixation data;7809;1073
1587052563503;Fixation data;7808;1060
1587052563514;Fixation data;7801;1062
1587052563525;Fixation data;7799;1071
1587052563535;Fixation begin;7801;1097
1587052563547;Fixation data;7807;1098
1587052563558;Fixation data;7816;1099
1587052563569;Fixation data;7824;1098
1587052563581;Fixation data;7825;1099
1587052563591;Fixation data;7820;1106
1587052563602;Fixation data;7815;1111
1587052563614;Fixation data;7814;1116
1587052563625;Fixation data;7813;1118
1587052563636;Fixation data;7806;1122
1587052563647;Fixation data;7801;1120
1587052563647;Fixation data;7801;1117
1587052563658;Fixation data;7798;1112
1587052563669;Fixation data;7799;1102
1587052563681;Fixation begin;7805;1088
1587052563691;Fixation data;7811;1093
1587052563702;Fixation data;7820;1099
1587052563714;Fixation begin;7817;1095
1587052563726;Fixation data;7815;1089
1587052563736;Fixation data;7812;1082
1587052563748;Fixation data;7814;1081
1587052563758;Fixation data;7813;1080
1587052563768;Fixation data;7809;1082
1587052563780;Fixation begin;7808;1083
1587052563791;Fixation data;7812;1081
1587052563813;Fixation begin;7839;1076
1587052563825;Fixation data;7843;1076
1587052563836;Fixation data;7846;1080
1587052563870;Fixation begin;7819;1102
1587052563881;Fixation data;7819;1098
1587052563892;Fixation data;7819;1090
1587052563913;Fixation begin;7807;1087
1587052563925;Fixation data;7809;1085
1587052563935;Fixation data;7812;1082
1587052563947;Fixation data;7809;1082
1587052563958;Fixation data;7805;1081
1587052563969;Fixation begin;7812;1071
1587052563981;Fixation data;7812;1075
1587052563992;Fixation data;7807;1094
1587052564003;Fixation begin;7796;1135
1587052564014;Fixation data;7803;1136
1587052564025;Fixation data;7816;1124
1587052564036;Fixation data;7823;1111
1587052564047;Fixation data;7820;1103
1587052564059;Fixation data;7817;1098
1587052564069;Fixation data;7818;1096
1587052564091;Fixation begin;7816;1084
1587052564102;Fixation data;7812;1077
1587052564113;Fixation data;7811;1072
1587052564125;Fixation begin;7813;1080
1587052564137;Fixation data;7819;1088
1587052564147;Fixation data;7820;1094
1587052564158;Fixation data;7821;1094
1587052564169;Fixation data;7821;1095
1587052564180;Fixation begin;7817;1096
1587052564192;Fixation data;7812;1099
